Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Other_energy_wh,Global_active_power_lag1,Global_active_power_lag24,Global_active_power_lag168,Global_active_power_rolling_mean24,Voltage_lag1,Global_intensity_lag1,Global_intensity_rolling_mean24,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,Global_active_power_rolling_std24,is_weekend_True
2.007133333333333,0.1261,243.88066666666663,8.313333333333334,6.866666666666666,0.8666666666666667,9.65,16.068888888888893,3.096833333333333,4.349100000000001,3.3260333333333336,2.864176388888889,243.1828333333333,12.823333333333332,12.269166666666665,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1.2825649687183476,True
1.6865,0.0978333333333333,238.02033333333333,7.13,0.0,0.5166666666666667,0.0,27.59166666666667,2.007133333333333,5.452533333333333,3.406766666666667,2.7072583333333333,243.88066666666663,8.313333333333334,11.592916666666667,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1.1782586276566553,True
0.5052,0.1193999999999999,241.1563333333333,2.1100000000000003,0.0,0.6,0.0,7.82,1.6865,3.8794,3.6971,2.566666666666667,238.02033333333333,7.13,10.999027777777778,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1.2323803137740315,True
0.4540333333333333,0.0572333333333333,241.41983333333332,1.85,0.0,0.0,0.0,7.567222222222223,0.5052,4.1178333333333335,2.9084,2.4140083333333333,241.1563333333333,2.1100000000000003,10.355277777777777,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1.2585239877929402,True
0.4741,0.0753666666666666,241.94233333333332,1.9566666666666668,0.0,0.0,0.0,7.901666666666667,0.4540333333333333,4.1814,3.3615,2.2595375,241.41983333333332,1.85,9.703611111111112,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1.2596790784970366,True
0.4840333333333333,0.1006333333333333,242.20816666666667,2.0033333333333334,0.0,0.5833333333333334,0.0,7.483888888888889,0.4741,3.2884333333333333,3.040766666666667,2.1426875,241.94233333333332,1.9566666666666668,9.208194444444445,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1.2897976927388448,True
0.4797666666666666,0.0859666666666666,243.3781666666667,1.97,0.0,0.0,0.0,7.99611111111111,0.4840333333333333,4.327933333333333,1.518,1.9823472222222225,242.20816666666667,2.0033333333333334,8.52736111111111,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1.2447330124418183,True
0.4863333333333333,0.1021666666666666,243.09233333333336,2.0133333333333336,0.0,0.45,0.0,7.655555555555556,0.4797666666666666,5.562466666666666,0.4377333333333333,1.7708416666666666,243.3781666666667,1.97,7.640416666666667,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1.0211344539616893,True
0.9995666666666668,0.1284666666666666,244.1065,4.1466666666666665,0.0,0.15,2.95,13.559444444444448,0.4863333333333333,4.0280000000000005,0.2763666666666667,1.6446569444444445,243.09233333333336,2.0133333333333336,7.101527777777778,0.0,1.0,0.0,1.0,-2.4492935982947064e-16,1.0,0.9112919053526577,False
1.2067666666666663,0.1019,244.6745,4.930000000000001,0.0,0.0,11.55,8.562777777777775,0.9995666666666668,3.2757,0.3132999999999999,1.558451388888889,244.1065,4.1466666666666665,6.722916666666667,0.25881904510252074,0.9659258262890683,0.0,1.0,-2.4492935982947064e-16,1.0,0.8457954949759806,False
0.438,0.1232999999999999,248.53633333333332,1.8433333333333333,0.0,0.6,0.0,6.7,1.2067666666666663,2.303033333333333,0.2844666666666667,1.4807416666666666,244.6745,4.930000000000001,6.380277777777779,0.49999999999999994,0.8660254037844387,0.0,1.0,-2.4492935982947064e-16,1.0,0.8599693691461172,False
0.5899666666666668,0.0737,248.2818333333333,2.4,0.0,0.0,0.0,9.832777777777778,0.438,1.606766666666667,0.3099333333333333,1.438375,248.53633333333332,1.8433333333333333,6.174166666666667,0.7071067811865475,0.7071067811865476,0.0,1.0,-2.4492935982947064e-16,1.0,0.8783410162329363,False
0.5786666666666667,0.0546666666666666,248.72933333333333,2.3466666666666667,0.0,0.0,0.0,9.644444444444444,0.5899666666666668,1.5761,1.026333333333333,1.3968152777777778,248.2818333333333,2.4,5.969166666666666,0.8660254037844386,0.5000000000000001,0.0,1.0,-2.4492935982947064e-16,1.0,0.8949808069072166,False
0.6201000000000001,0.1400666666666666,248.09466666666668,2.51,0.0,0.6166666666666667,0.0,9.718333333333335,0.5786666666666667,1.6319,0.2935,1.3546569444444445,248.72933333333333,2.3466666666666667,5.759861111111111,0.9659258262890683,0.25881904510252074,0.0,1.0,-2.4492935982947064e-16,1.0,0.9071731253037401,False
0.2640666666666666,0.0691333333333333,247.0038333333333,1.09,0.0,0.0,0.0,4.401111111111111,0.6201000000000001,1.8952,0.61,1.2866930555555556,248.09466666666668,2.51,5.453333333333334,1.0,6.123233995736766e-17,0.0,1.0,-2.4492935982947064e-16,1.0,0.9258249674404754,False
0.6768,0.055,243.39216666666667,2.833333333333333,0.0,0.15,0.3333333333333333,10.796666666666663,0.2640666666666666,1.4764000000000002,2.4504333333333337,1.253376388888889,247.0038333333333,1.09,5.280972222222222,0.9659258262890683,-0.25881904510252063,0.0,1.0,-2.4492935982947064e-16,1.0,0.9330602717264955,False
2.6111,0.1888,242.39916666666667,10.79,0.0,0.4333333333333333,10.616666666666667,32.468333333333334,0.6768,1.4277666666666666,2.082133333333333,1.3026819444444444,243.39216666666667,2.833333333333333,5.455694444444444,0.8660254037844387,-0.4999999999999998,0.0,1.0,-2.4492935982947064e-16,1.0,0.9730831849978342,False
1.4934666666666667,0.1822666666666666,244.18766666666667,6.126666666666667,0.0,0.0,0.0,24.891111111111112,2.6111,2.7256666666666667,1.6293333333333335,1.2513402777777778,242.39916666666667,10.79,5.2188888888888885,0.7071067811865476,-0.7071067811865475,0.0,1.0,-2.4492935982947064e-16,1.0,0.926112502372759,False
